year,value,series_code,dimension,measure,welfare_concept,short_reference,long_reference,reference url,preferred_definition,description,source_codes_used,legend
2021,191.436057,F5,Earnings Dispersion,Top decile as % median,Gross individual earnings,,,,,"Gross individual earnings at top decile as percentage of median for all full-time workers from Annual Survey of Hours and Earnings (ASHE) from 1997 to 2016, linked back in 2011, 2006 and 2004 to account for methodology changes; linked at 1997 to data from the New Earnings Survey (NES) from Atkinson (2008); linked back at 1968 to income tax data (Schedule E earnings) from Atkinson (2008).","S61,S62,S71,S72,S73,S74",Top decile as % median - Gross individual earnings
1900,70.65,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1901,73.77,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1902,70.65,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1903,70.34,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1904,70.01,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1905,71.35,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1906,72.09,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1907,69.94,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1908,68.65,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1909,70.25,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1910,68.83,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1911,67.65,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1912,68.78,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1913,66.58,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1914,67.21,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1919,62.55,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1920,57.31,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1921,60.54,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1922,61.74,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1923,60.24,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
1924,59.46,F6,Wealth Inequality,Share of top 1%,Individual net wealth (estate interpolated series),,,,,"Total household net wealth share held by wealthiest 1% from WID.world based on the work of Alvaredo, Atkinson and Morelli (2016), which makes allowance for wealth of the excluded population; series interpolated where there are no wealth estimates using share of top 1% of estates as interpolating variable baseds on the estimated relationship.",S8,Share of top 1% - Individual net wealth (estate interpolated series)
